,x_name,y_name,protein_uniprot
3314547,CHCHD2,"parkinson disease, autosomal dominant",Q9Y6H1
3314548,DCTN4,Pseudomonas infection,A0A0S2Z5D5
3314549,MYO15A,autosomal recessive nonsyndromic deafness,A0A2R8Y712
3314550,DCXR,pentosuria,J3KS22
3314551,CRBN,"intellectual disability, autosomal recessive",A0A1W2PPJ5
3314552,NIN,Seckel syndrome,E9PJH9
3314553,GP6,platelet-type bleeding disorder,K7EIW7
3314554,GLRX5,spasticity-ataxia-gait anomalies syndrome,H0YJM6
3314555,CRIM1,colobomatous macrophthalmia-microcornea syndrome,A0A0G2JN95
3314556,CCDC174,severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome,A0A087WYA9
3314557,NT5C3A,hemolytic anemia due to pyrimidine 5' nucleotidase deficiency,B9A035
3314558,TBC1D7,"macrocephaly/megalencephaly syndrome, autosomal recessive",Q5SZM2
3314559,CLEC1A,aspergillosis,E9PFB4
3314560,CLEC1A,white piedra,E9PFB4
3314561,CLEC1A,black piedra,E9PFB4
3314562,CLEC1A,coccidioidomycosis,E9PFB4
3314563,CLEC1A,sporotrichosis,E9PFB4
3314564,CLEC1A,histoplasmosis,E9PFB4
3314565,CLEC7A,aspergillosis,A0A2Z5YRU4
3314566,CLEC7A,white piedra,A0A2Z5YRU4
3314567,CLEC7A,black piedra,A0A2Z5YRU4
3314568,CLEC7A,coccidioidomycosis,A0A2Z5YRU4
3314569,CLEC7A,sporotrichosis,A0A2Z5YRU4
3314570,CLEC7A,histoplasmosis,A0A2Z5YRU4
3314571,CD320,methylmalonic acidemia due to transcobalamin receptor defect,M0R100
3314572,PCDH12,diencephalic-mesencephalic junction dysplasia,Q7Z738
3314573,TIMMDC1,"mitochondrial complex 1 deficiency, nuclear",C9JR82
3314574,KCNK9,Birk-Barel syndrome,A0A6H1Z4W8
3314575,REEP2,hereditary spastic paraplegia,D6RB42
3314576,NME8,primary ciliary dyskinesia,C9JIT0
3314577,WAC,facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation,C9JVK6
3314578,SPG21,mast syndrome,H0YKM6
3314579,DACT1,isolated encephalocele,C9JGV7
3314580,DACT1,cephalocele (disease),C9JGV7
3314581,DACT1,meningoencephalocele,C9JGV7
3314582,DACT1,occipital encephalocele,C9JGV7
3314583,MKS1,isolated encephalocele,P34072
3314584,MKS1,cephalocele (disease),P34072
3314585,MKS1,meningoencephalocele,P34072
3314586,MKS1,occipital encephalocele,P34072
3314587,MBTPS2,IFAP syndrome with or without BRESHECK syndrome,B9ZVQ3
3314588,MBTPS2,Olmsted syndrome,B9ZVQ3
3314589,PERP,Olmsted syndrome,Q96FX8
3314590,TRPV3,Olmsted syndrome,J3KPJ6
3314591,MBTPS2,BRESEK syndrome,B9ZVQ3
3314592,MBTPS2,"keratosis follicularis spinulosa decalvans, X-linked",B9ZVQ3
3314593,MBTPS2,osteogenesis imperfecta,B9ZVQ3
3314594,POMP,keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,A0A1W2PS02
3314595,POMP,proteasome-associated autoinflammatory syndrome,A0A1W2PS02
3314596,PRKAG2,Wolff-Parkinson-white syndrome (disease),A0A494C068
3314597,PRKAG2,lethal congenital glycogen storage disease of heart,A0A494C068
3314598,DDX41,DDX41-related hematologic malignancy predisposition syndrome,A0A499FJW5
3314599,DCDC2,autosomal recessive nonsyndromic deafness,H0Y784
3314600,DCDC2,nephronophthisis,H0Y784
3314601,DCDC2,isolated neonatal sclerosing cholangitis,H0Y784
3314602,CABP2,autosomal recessive nonsyndromic deafness,A0A1B0GW24
3314603,HIKESHI,hypomyelinating leukodystrophy,E9PJB2
3314604,UFC1,neurodevelopmental disorder with spasticity and poor growth,Q9Y3C8
3314605,LARS1,infantile liver failure,A0A6I8PTV8
3314606,TDP2,autosomal recessive cerebellar ataxia - epilepsy - intellectual disability syndrome due to TUD deficiency,I3QNV0
3314607,UFM1,hypomyelinating leukodystrophy,H0Y614
3314608,LARP7,microcephalic primordial dwarfism,Q96IZ8
3314609,NBAS,short stature-optic atrophy-Pelger-HuC+t anomaly syndrome,L8E9V8
3314610,NBAS,severe early-onset pulmonary alveolar proteinosis due to MARS deficiency,L8E9V8
3314611,NBAS,infantile liver failure,L8E9V8
3314612,LIPT1,lipoyl transferase 1 deficiency,C9J6A9
3314613,PIGT,multiple congenital anomalies-hypotonia-seizures syndrome,A0A1W2PQN1
3314614,OTUD6B,intellectual developmental disorder with dysmorphic facies,A0A0C4DH76
3314615,PTRH2,infantile multisystem neurologic-endocrine-pancreatic disease,J3KQ48
3314616,MPC1,mitochondrial pyruvate carrier deficiency,P53157
3314617,SUFU,medulloblastoma with extensive nodularity,A0A6M5WQ99
3314618,SUFU,Joubert syndrome,A0A6M5WQ99
3314619,DNAJB11,polycystic kidney disease 6 with or without polycystic liver disease,A0A7P0T9E8
3314620,UPB1,beta-ureidopropionase deficiency,F8WC94
3314621,WWOX,autosomal recessive spinocerebellar ataxia,A0A411HBG5
3314622,WWOX,developmental and epileptic encephalopathy,A0A411HBG5
3314623,INPP5K,Marinesco-Sjogren syndrome,K7EMS8
3314624,INPP5K,cerebellar degeneration,K7EMS8
3314625,INPP5K,metabolic disease,K7EMS8
3314626,SIL1,Marinesco-Sjogren syndrome,Q08199
3314627,SIL1,metabolic disease,Q08199
3314628,INPP5K,congenital muscular dystrophy with intellectual disability,K7EMS8
3314629,MAP3K20,split-foot malformation-mesoaxial polydactyly syndrome,C9J3F7
3314630,MAP3K20,"myopathy, centronuclear, 6, with fiber-type disproportion",C9J3F7
3314631,KDM3B,heavy metal poisoning,H0Y946
3314632,KDM3B,argyria,H0Y946
3314633,TUBA8,polymicrogyria with optic nerve hypoplasia,C9K0S6
3314634,ADA2,polyarteritis nodosa,Q02336
3314635,ADA2,single-organ polyarteritis nodosa,Q02336
3314636,ADA2,anti-glomerular basement membrane disease,Q02336
3314637,ADA2,granulomatosis with polyangiitis,Q02336
3314638,ADA2,Takayasu arteritis,Q02336
3314639,ADA2,Sneddon syndrome,Q02336
3314640,ADA2,vasculitis due to ADA2 deficiency,Q02336
3314641,BCL11A,childhood apraxia of speech,A0A2R8Y7B0
3314642,FOXP2,childhood apraxia of speech,X5D9N5
3314643,BCL11A,Dias-Logan syndrome,A0A2R8Y7B0
3314644,ADAM22,developmental and epileptic encephalopathy,Q75MS7
3314645,BCO1,hereditary hypercarotenemia and vitamin A deficiency,H3BPA2
3314646,MYO3A,autosomal recessive nonsyndromic deafness,Q0VD65
3314647,TSPEAR,autosomal recessive nonsyndromic deafness,A0A2R8YFK6
3314648,TSPEAR,"ectodermal dysplasia 14, hair/tooth type with or without hypohidrosis",A0A2R8YFK6
3314649,RIPK4,CHAND syndrome,Q2TB16
3314650,RIPK4,Bartsocas-Papas syndrome,Q2TB16
3314651,GPR88,"chorea, childhood-onset, with psychomotor retardation",Q9GZN0
3314652,NANS,"spondyloepimetaphyseal dysplasia, Genevieve type",Q5TBR0
3314653,CYCS,thrombocytopenia,C9JFR7
3314654,GDAP1,intermediate Charcot-Marie-Tooth disease,A0A6Q8PG78
3314655,JPH1,Charcot-Marie-Tooth disease,Q86VR1
3314656,JPH1,intermediate Charcot-Marie-Tooth disease,Q86VR1
3314657,GDAP1,"Charcot-Marie-Tooth disease, axonal, autosomal recessive",A0A6Q8PG78
3314658,LRSAM1,"Charcot-Marie-Tooth disease, axonal, autosomal recessive",A0A6Q8PGH9
3314659,DPM3,DPM3-CDG,Q86TM7
3314660,SOX18,hypotrichosis-lymphedema-telangiectasia syndrome,P35713
3314661,SOX18,hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,P35713
3314662,WNT4,mullerian aplasia and hyperandrogenism,Q8IUM6
3314663,WNT4,SERKAL syndrome,Q8IUM6
3314664,WNK4,SERKAL syndrome,K7EPB3
3314665,NLGN3,"Asperger syndrome, X-linked, susceptibility to",Q4G160
3314666,NLGN3,"autism, susceptibility to, X-linked",Q4G160
3314667,SIAE,"autoimmune disease, susceptibility to",Q9HAT2
3314668,RIN2,RIN2 syndrome,A1A4T0
3314669,PRMT7,short stature-brachydactyly-obesity-global developmental delay syndrome,A0A6Q8PFP4
3314670,TMCO1,cerebrofaciothoracic dysplasia,J3QRB3
3314671,ADAMTSL4,ectopia lentis et pupillae,A0A669KBE7
3314672,NDUFB11,"mitochondrial complex 1 deficiency, nuclear",Q9NX14
3314673,MAGEL2,Prader-Willi syndrome due to point mutation,Q6P3U4
3314674,EGLN1,"erythrocytosis, familial",I6QYW0
3314675,UGT1A1,Crigler-Najjar syndrome,W6JNV6
3314676,UGT1A1,kernicterus,W6JNV6
3314677,UGT1A1,bilirubin encephalopathy,W6JNV6
3314678,UGT1A1,kernicterus due to isoimmunization,W6JNV6
3314679,UGT1A1,transient familial neonatal hyperbilirubinemia,W6JNV6
3314680,TMEM106B,hypomyelinating leukodystrophy,C9JZ87
3314681,GTPBP2,Jaberi-Elahi syndrome,H0Y5J1
3314682,PDP1,pyruvate dehydrogenase phosphatase deficiency,E5RHB9
3314683,SLC6A20,iminoglycinuria,C9JIN6
3314684,SLC36A2,iminoglycinuria,H0YB43
3314685,SLC6A19,iminoglycinuria,L8E8F7
3314686,SLC6A18,iminoglycinuria,Q9BYZ7
3314687,SLC6A20,hyperglycinuria (disease),C9JIN6
3314688,SLC36A2,hyperglycinuria (disease),H0YB43
3314689,SLC6A19,hyperglycinuria (disease),L8E8F7
3314690,FAM20A,amelogenesis imperfecta,K7EQL5
3314691,TET2,myelodysplastic syndrome with excess blasts,L8E8T1
3314692,TET2,myelodysplastic syndrome with excess blasts-1,L8E8T1
3314693,TET2,myelodysplastic syndrome with excess blasts-2,L8E8T1
3314694,TET2,acute myeloid leukemia with multilineage dysplasia,L8E8T1
3314695,BNC2,urethral valve,Q06HC0
3314696,KLHL24,"generalized basal epidermolysis bullosa simplex with skin atrophy, scarring and hair loss",C9J0A6
3314697,TRIT1,combined oxidative phosphorylation deficiency,S4R3F4
3314698,CNNM2,hypoparathyroidism,Q9H8M5
3314699,CNNM2,renal hypomagnesemia,Q9H8M5
3314700,CNNM2,"hypomagnesemia, seizures, and intellectual disability",Q9H8M5
3314701,AHI1,Joubert syndrome with ocular defect,A0A7P0T959
3314702,MKS1,Joubert syndrome with ocular defect,P34072
3314703,INPP5E,Joubert syndrome with ocular defect,A0A6Q8PH37
3314704,CEP41,Joubert syndrome with ocular defect,A0A6Q8PFZ2
3314705,CEP120,Joubert syndrome with ocular defect,A0A6Q8PG66
3314706,DYM,Dyggve-Melchior-Clausen disease,A0A6Q8PF81
3314707,DYM,"Dyggve-Melchior-Clausen syndrome, X-linked",A0A6Q8PF81
3314708,DYM,Smith-McCort dysplasia,A0A6Q8PF81
3314709,RAB33B,Smith-McCort dysplasia,Q5U602
3314710,SAMD9,normophosphatemic familial tumoral calcinosis,C9JKF1
3314711,NDE1,hydranencephaly (disease),P40215
3314712,NDE1,NDE1-related microhydranencephaly,P40215
3314713,NDE1,lissencephaly,P40215
3314714,VPS13C,Parkinson disease,A0A3B3IU50
3314715,ESRP1,"deafness, autosomal recessive",A0A2U3TZN9
3314716,CC2D1A,"intellectual disability, autosomal recessive",Q24K25
3314717,QRICH1,Ververi-Brady syndrome,L8E8D2
3314718,PIGG,"intellectual disability, autosomal recessive",D6RD39
3314719,NSUN2,"intellectual disability, autosomal recessive",A0A140T9Z1
3314720,RNF43,hyperplastic polyposis syndrome,J3KSE3
3314721,RNF43,sessile serrated polyposis cancer syndrome,J3KSE3
3314722,MKS1,renal fibrosis,P34072
3314723,IMPAD1,"chondrodysplasia with joint dislocations, gPAPP type",A0A024R7W0
3314724,TRMT10C,combined oxidative phosphorylation defect,C9JVB6
3314725,ADPRS,"neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures",Q9NX46
3314726,SARS2,hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome,M0R1C0
3314727,RNF125,Tenorio syndrome,J3QQW8
3314728,TMEM70,"mitochondrial complex V (ATP synthase) deficiency, nuclear",L0R5D5
3314729,RMND1,combined oxidative phosphorylation defect,A0A2R8Y4J4
3314730,PHIP,"developmental delay, intellectual disability, obesity, and dysmorphic features",Q8WWQ0
3314731,FKBP14,"Ehlers-Danlos syndrome, kyphoscoliotic and deafness type",F8WBZ0
3314732,MOCOS,xanthinuria,Q96EN8
3314733,SLC52A1,ariboflavinosis,F5H5Y1
3314734,SLC52A1,maternal riboflavin deficiency,F5H5Y1
3314735,IFT57,orofaciodigital syndrome,F8WBM2
3314736,SOBP,"intellectual disability, anterior maxillary protrusion, and strabismus",A0A0C4DGT7
3314737,AGGF1,angioosteohypertrophic syndrome,A0JLT8
3314738,WDR60,"short rib-polydactyly syndrome, Verma-Naumoff type",None
3314739,WDR35,"short rib-polydactyly syndrome, Verma-Naumoff type",H7BZK8
3314740,IFT80,"short rib-polydactyly syndrome, Verma-Naumoff type",H7C5M3
3314741,DYNC2H1,"short rib-polydactyly syndrome, Verma-Naumoff type",Q49AI6
3314742,WDR34,"short rib-polydactyly syndrome, Verma-Naumoff type",None
3314743,FANCL,Fanconi anemia complementation group,C9J512
3314744,ANO10,autosomal recessive spinocerebellar ataxia,C9JPY2
3314745,RBM28,ANE syndrome,A0A0S2Z5E5
3314746,WRAP53,"dyskeratosis congenita, autosomal recessive",E9PMR3
3314747,MTPAP,spastic ataxia,Q5T851
3314748,MSTO1,mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome,A0A3B3IUD2
3314749,DARS2,leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome,A0A3B3ISK7
3314750,RFWD3,Fanconi anemia complementation group,I3L284
3314751,PNPO,pyridoxal phosphate-responsive seizures,A0A286YFL3
3314752,CEP55,multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome,H0Y432
3314753,LINS1,"intellectual disability, autosomal recessive",A0A411AHG1
3314754,VPS13D,autosomal recessive cerebellar ataxia-saccadic intrusion syndrome,A0A2R8Y876
3314755,SETD5,intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,F8WD12
3314756,ATAD3A,Harel-Yoon syndrome,Q5SV16
3314757,RCBTB1,dystrophy of the retinal pigment epithelium,Q8NDN9
3314758,RCBTB1,retinal dystrophy with or without extraocular anomalies,Q8NDN9
3314759,P3H2,"myopia, high, with cataract and vitreoretinal degeneration",C9JSL4
3314760,FANCI,Fanconi anemia complementation group,B7ZMF2
3314761,TMLHE,epsilon-trimethyllysine hydroxylase deficiency,Q9NVH6
3314762,STEAP3,hypochromic anemia,A1P3F0
3314763,STEAP3,severe congenital hypochromic anemia with ringed sideroblasts,A1P3F0
3314764,YY1AP1,grange syndrome,I6L9C2
3314765,ELP2,"intellectual disability, autosomal recessive",P42935
3314766,ASXL2,Shashi-Pena syndrome,A0A5F9ZHN2
3314767,NUDT15,nucleoside diphosphate-linked moiety X Motif 15 deficiency,Q9NV35
3314768,CWF19L1,autosomal recessive spinocerebellar ataxia,A0A286YF56
3314769,SLC29A3,histiocytosis,A0A2R8Y863
3314770,SLC29A3,sinus histiocytosis with massive lymphadenopathy,A0A2R8Y863
3314771,SLC29A3,Rosai-Dorfman disease,A0A2R8Y863
3314772,SLC29A3,H syndrome,A0A2R8Y863
3314773,UFSP2,"hip dysplasia, Beukes type",D6RGX2
3314774,UFSP2,spondyloepimetaphyseal dysplasia,D6RGX2
3314775,ACER3,alkaline ceramidase 3 deficiency,L8E8G3
3314776,SLC35C1,leukocyte adhesion deficiency,E9PS26
3314777,NOP10,"dyskeratosis congenita, autosomal recessive",Q6Q547
3314778,NHP2,"dyskeratosis congenita, autosomal recessive",P32495
3314779,DHTKD1,2-aminoadipic 2-oxoadipic aciduria,C9JWN1
3314780,DHTKD1,Charcot-Marie-Tooth disease,C9JWN1
3314781,SLC30A10,cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome,Q1RMY7
3314782,FOXRED1,"mitochondrial complex 1 deficiency, nuclear",E9PNK9
3314783,FERMT1,Kindler syndrome,Q5JWV4
3314784,TRMT1,"intellectual developmental disorder, autosomal recessive",K7EJX9
3314785,POMGNT1,muscular dystrophy-dystroglycanopathy (congenital),Q68CV6
3314786,SLC39A4,acrodermatitis enteropathica,A0A0S2Z5G2
3314787,CHD7,"scoliosis, isolated, susceptibility to",L8E8D7
3314788,FLVCR2,Fowler syndrome,G3V5Y3
3314789,LIMS2,limb-girdle muscular dystrophy,Q53RZ1
3314790,TRMU,acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,A0A2R8YFQ3
3314791,PACS1,Schuurs-Hoeijmakers syndrome,H0YF56
3314792,FRMD4A,severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome,A0A0J9YWI3
3314793,VAC14,striatonigral degeneration,Q06708
3314794,IARS2,cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome,L8E8E9
3314795,POLR3B,hypomyelinating leukodystrophy with or without oligondontia and/or hypogonadism,F8VRU2
3314796,TENM3,microphthalmia,H0YAF0
3314797,HHAT,chondrodysplasia-pseudohermaphroditism syndrome,Q05BM0
3314798,IFT122,Beemer-Langer syndrome,L8E937
3314799,IFT80,Beemer-Langer syndrome,H7C5M3
3314800,INAVA,inflammatory bowel disease,E9PK29
3314801,TBC1D23,pontocerebellar hypoplasia,C9JAM5
3314802,TDP1,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy",P38319
3314803,MBD5,"intellectual disability, autosomal dominant",A0A0D9SEP6
3314804,MBD5,2q23.1 microdeletion syndrome,A0A0D9SEP6
3314805,CFAP44,spermatogenic failure,A0A1D5RMR1
3314806,ERMARD,6q terminal deletion syndrome,K7EME8
3314807,MCTP2,chromosome 15q26-qter deletion syndrome,F5H415
3314808,FGD6,macular degeneration,F8VWT6
3314809,LMBRD1,methylmalonic aciduria/acidemia and homocystinuria,A0A3F2YP66
3314810,HR,alopecia universalis,A0A0A0WDV7
3314811,HR,alopecia areata,A0A0A0WDV7
3314812,HR,atrichia with papular lesions,A0A0A0WDV7
3314813,HR,hypotrichosis,A0A0A0WDV7
3314814,HR,Marie Unna hereditary hypotrichosis,A0A0A0WDV7
3314815,EPS8L3,Marie Unna hereditary hypotrichosis,A0A087X104
3314816,ADCY10,"hypercalciuria, absorptive",U3KPS9
3314817,ADCY10,idiopathic inherited hypercalciuria,U3KPS9
3314818,VPS11,hypomyelinating leukodystrophy,A0A0G2JS92
3314819,TMEM165,TMEM165-CDG,D6RBL0
3314820,TMEM126B,"mitochondrial complex 1 deficiency, nuclear",H0YEG5
3314821,HDAC8,Wilson-Turner syndrome,A0A3B3ISB8
3314822,LAS1L,Wilson-Turner syndrome,A0A7I2V653
3314823,ASH1L,"intellectual disability, autosomal dominant",A0A7I2V316
3314824,ZC4H2,"Wieacker-Wolff, X-linked recessive",Q9NQZ6
3314825,KLHL9,KLHL9-related early-onset distal myopathy,Q58EZ4
3314826,NDUFA12,"mitochondrial complex 1 deficiency, nuclear",H0YIT1
3314827,KLHL7,Bohring-Opitz syndrome,A0A024RA10
3314828,ASXL1,Bohring-Opitz syndrome,A0A2R8Y4U9
3314829,KLHL7,PERCHING syndrome,A0A024RA10
3314830,CFC1,"heterotaxy, visceral, autosomal",A0A087WWV2
3314831,CFC1,biliary atresia with splenic malformation syndrome,A0A087WWV2
3314832,SMG9,heart and brain malformation syndrome,M0QZH1
3314833,ALG1,ALG1-CDG,P16661
3314834,TEX11,X-linked spermatogenic failure,Q8IYF3
3314835,NSMCE3,"lung disease, immunodeficiency, and chromosome breakage syndrome;",Q96MG7
3314836,ANKH,"craniometaphyseal dysplasia, autosomal dominant",A0A2R8Y5E7
3314837,LMOD3,nemaline myopathy,Q0VAK6
3314838,WDR45B,neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures,I3L4L8
3314839,KCNQ5,"intellectual disability, autosomal dominant",A0A0A0MT07
3314840,DNAJC12,hyperphenylalaninemia due to DNAJC12 deficiency,S4R3W0
3314841,CYP26B1,lethal occipital encephalocele-skeletal dysplasia syndrome,E5RHM2
3314842,SLC2A9,"hypouricemia, renal",D6REK5
3314843,SLC2A9,hereditary renal hypouricemia,D6REK5
3314844,SLC22A12,"hypouricemia, renal",Q19PG1
3314845,SLC22A12,hereditary renal hypouricemia,Q19PG1
3314846,DIABLO,autosomal dominant nonsyndromic deafness,A0A2U3TZH2
3314847,INPP5E,MORM syndrome,A0A6Q8PH37
3314848,TWNK,infantile onset spinocerebellar ataxia,A0A2R8YF85
3314849,FMN2,"intellectual disability, autosomal recessive",Q96L17
3314850,SMARCAD1,absence of fingerprints-congenital milia syndrome,F8W9M2
3314851,SMARCAD1,palmoplantar keratoderma-sclerodactyly syndrome,F8W9M2
3314852,MCCC1,3-methylcrotonyl-CoA carboxylase deficiency,A0A0S2Z693
3314853,MCCC1,3-methylcrotonyl-CoA carboxylase 1 deficiency,A0A0S2Z693
3314854,MCCC2,3-methylcrotonyl-CoA carboxylase deficiency,A0A0S2Z5R4
3314855,MCCC2,3-methylcrotonyl-CoA carboxylase 1 deficiency,A0A0S2Z5R4
3314856,MRPS22,hypotonia with lactic acidemia and hyperammonemia,Q96Q16
3314857,MFF,Leigh-like basal ganglia disease-optic atrophy-peripheral neuropathy syndrome,C9JU19
3314858,MEPE,osteomalacia (disease),A0A024RDD1
3314859,FAM20C,lethal osteosclerotic bone dysplasia,A0A0G2JQD6
3314860,PRDM8,early-onset Lafora body disease,E9PEH0
3314861,POGLUT1,limb-girdle muscular dystrophy,F8WEW4
3314862,COQ8A,autosomal recessive ataxia due to ubiquinone deficiency,Q8NI60
3314863,CCDC47,trichohepatoneurodevelopmental syndrome,A0A087WYW6
3314864,COQ9,encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome,Q05779
3314865,CPA6,familial temporal lobe epilepsy,Q8N4T0
3314866,CPA6,"febrile seizures, familial",Q8N4T0
3314867,RPGRIP1,dissociated nystagmus,Q5D221
3314868,RPGRIP1,spontaneous ocular nystagmus,Q5D221
3314869,C12orf4,"intellectual disability, autosomal recessive",H0YGS6
3314870,PNPLA2,neutral lipid storage myopathy,A0A142EFS1
3314871,PDSS2,"coenzyme Q10 deficiency, primary",Q5JRD6
3314872,LYRM4,combined oxidative phosphorylation deficiency,H7C4Q5
3314873,SLURP1,"hereditary palmoplantar keratoderma, Gamborg-Nielsen type",P55000
3314874,JPH2,hypertrophic cardiomyopathy,Q86VZ3
3314875,GJC2,hypomyelinating leukodystrophy,B9U3U6
3314876,GJC2,hereditary spastic paraplegia,B9U3U6
3314877,SALL4,IVIC syndrome,Q6Y8G5
3314878,VARS2,combined oxidative phosphorylation defect,A0A140TA45
3314879,THOC2,X-linked intellectual disability-short stature-overweight syndrome,Q6P441
3314880,GNPTAB,mucolipidosis,H0YIU2
3314881,MCOLN1,chylomicron retention disease,M0QXD0
3314882,MCOLN1,Fabry disease,M0QXD0
3314883,MCOLN1,lysosomal lipid storage disorder,M0QXD0
3314884,GNPTAB,chylomicron retention disease,H0YIU2
3314885,GNPTAB,Fabry disease,H0YIU2
3314886,GNPTAB,lysosomal lipid storage disorder,H0YIU2
3314887,ADGRG6,lethal congenital contracture syndrome,H0YFM8
3314888,ERGIC1,arthrogryposis multiplex congenita,F2Z2P5
3314889,SNX14,autosomal recessive spinocerebellar ataxia,D6RBA7
3314890,SLC4A10,intracranial hypertension,Q53SB3
3314891,SLC4A10,pseudotumor cerebri,Q53SB3
3314892,SPG14,hereditary spastic paraplegia,None
